"datasetID","nombreInstitucion_snib","nombreColeccion_snib","cuerpoAgua_snib","isla_snib","pais_snib","validacionPais_snib","estadoProvincia_snib","validacionEstado_snib","condadoMunicipio_snib","validacionMunicipio_snib","validacionLocalidad_snib","datumGeodesico_snib","nombreCientifico_snib","nombreDeacuerdoCon_snib","nombrePublicadoEnAnio_snib","reino_snib","phylum_snib","clase_snib","orden_snib","familia_snib","genero_snib","subgenero_snib","epitetoespecifico_snib","epitetoinfraespecifico_snib","autoridadNombreCientifico_snib","estatusTaxonomico_snib"
"fbfc738243b74f3119dd2c561379a59f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"d6e4d7cb6329956b80fdfada1abc0cee","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lasianthaea macrocephala","Hassler, 2024b","1979","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lasianthaea","","macrocephala","","(Hook. & Arn.) K.M. Becker, 1979","aceptado"
"5a45702d7659a308fa978e981eeb8a84","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"0d889dd3d570fb2002421327f4839186","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"8b909ed69e26723cb0ba76a2757078f5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Carex polystachya","Vascular Plants of the Americas, 2024","1803","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Carex","","polystachya","","Sw. ex Wahlenb., 1803","aceptado"
"fbdd348d3b95b8494722fdd4fa9ce2dc","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Cuphea hookeriana","Vascular Plants of the Americas, 2024","1843","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Cuphea","","hookeriana","","Walp., 1843","aceptado"
"0546934b518f865a086f838433254f64","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lasiacis procerrima","Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018","1911","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Lasiacis","","procerrima","","(Hack.) Hitchc., 1911","aceptado"
"c07374cae7fb57cd283267b15883eb8f","Facultad de Ciencias, Universidad Nacional Autónoma de México","Herbario María Agustina Batalla","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Petroselinum sativum","Villaseñor, Ortiz, Redonda-Martínez & Gual, 2010","1814","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Petroselinum","","sativum","","Hoffm., 1814","sinónimo"
"6c13b3fb7f4a03e5a7a3207aac5473e3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Rumfordia floribunda","Vascular Plants of the Americas, 2024","1836","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rumfordia","","floribunda","","DC., 1836","aceptado"
"3beb3a0376d15e6c7ce538b5e976cd70","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","","","","","","","","","","","","","",
"1f8c5a976315624943544ff6136965b8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"c3774daea50b0042ba58c05451965baf","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"1f7af78e490c01c0b49cfae437bb2b61","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Adiantum braunii","Velázquez Montes, 2019a","1869","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum","","braunii","","Mett. ex Kuhn, 1869","aceptado"
"cd1bafca39584f2068d1d2b51508c9c8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Pecluma ferruginea","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1983","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Pecluma","","ferruginea","","(M. Martens & Galeotti) M.G. Price, 1983","aceptado"
"9ee94eb602a67ca1a3c91716d45ac5f9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Campyloneurum angustifolium","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1852","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Campyloneurum","","angustifolium","","(Sw.) Fée, 1852","aceptado"
"16884087ce9c531f55aa2dae8d5f5f1c","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Blechnum occidentale","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1753","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Blechnaceae","Blechnum","","occidentale","","L., 1753","aceptado"
"9448e236560a1420de613b28440db37f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"0555f57f0dc59f0a7152f82cb97577f0","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"b3ca6584aa38e771c41e798683850a9c","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"62aff122a2ee4c2e18f728bf549456d7","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Cyperus piceus","Diego & González, 2008","1850","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus","","piceus","","Liebm., 1850","sinónimo"
"8f151dba177783dc91f1242b745bdb77","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"8d11ca32c04394ac8f0ab92052b96746","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Achimenes antirrhina","Ramírez-Roa, Paniagua-Ibáñez & Mora-Jarvio, 2023","1936","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Achimenes","","antirrhina","","(DC.) C.V. Morton, 1936","aceptado"
"f7c6c5ff7b882cd655cd4fda03e0835c","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Verbena carolina","Rueda, 2012","1759","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Verbena","","carolina","","L., 1759","aceptado"
"0e17ac3738854a6aa4bee9cc126da552","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"ca47d13b1cdf70100b79c40f97dc2d8d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Ternstroemia lineata subsp. lineata","Cuevas Guzmán, Núñez López & Sánchez Rodríguez, 2021","1821","Plantae","Tracheophyta","Magnoliopsida","Ericales","Pentaphylacaceae","Ternstroemia","","lineata","lineata","DC., 1821","aceptado"
"96933356b12560dc65a4c28f95dc0a68","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Crotalaria mollicula","Vascular Plants of the Americas, 2024","1824","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Crotalaria","","mollicula","","Kunth, 1824","aceptado"
"26e88cf187cc2c32b7ab20b09b031fcc","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"f55eec06a97fc7b6d55e7a3e987ac2f9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"6158d440178b32a0efef9c231c00f76a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Begonia gracilis","Golding & Wasshausen, 2002","1825","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","","gracilis","","Kunth, 1825","aceptado"
"e9895a3c35a078ac3987198be905f7f3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"011b44f322575fb216e72b5328f27890","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Symplocos prionophylla","Kelly, Almeda & Fritsch, 2016","1881","Plantae","Tracheophyta","Magnoliopsida","Ericales","Symplocaceae","Symplocos","","prionophylla","","Hemsl., 1881","sinónimo"
"0d66d6fa27bad47512d65a487281fdda","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Gentianopsis lanceolata","Villarreal & Estrada, 2011","1965","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentianopsis","","lanceolata","","(Benth.) Iltis, 1965","sinónimo"
"e9c093bcce68dc832a8daedf4bc742da","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"e77030be25a20af1bc5cf521b54fdeff","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Saurauia serrata","Cuevas Guzmán, Núñez López & Sánchez Rodríguez, 2021","1822","Plantae","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Saurauia","","serrata","","DC., 1822","aceptado"
"69fdcf907e7f28c4cde72bab6c16db63","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"9588def01c54d0e1cd778cc3bb512372","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"cd1e802ce75c01abf536d24b0c65c065","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Quercus castanea","Cuevas-Guzmán, Núñez-López & Sánchez-Rodríguez, 2021","1801","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus","castanea","","Née, 1801","aceptado"
"3bdfe85a63e772e8fb585d293f657e48","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Crotalaria rotundifolia var. vulgaris","Téllez-Valdés, 2009","1971","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Crotalaria","","rotundifolia","vulgaris","Windler, 1971","aceptado"
"f3278b33224a974e0369aca365dac5b9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Zeugites americanus","Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018","1805","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Zeugites","","americanus","","Willd., 1805","aceptado"
"7e504ff1fbd439eebc740b5b51d93dfe","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"08739753d54986e8331056342ea0872f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Mimosa sicyocarpa","Vascular Plants of the Americas, 2024","1898","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","","sicyocarpa","","B.L. Rob., 1898","aceptado"
"967bd3596134565fbf27e61ed90f209a","Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Herbario Jerzy Rzedowski y Graciela Calderón","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Ipomoea coccinea","The Plant List, 2013","1753","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","","coccinea","","L., 1753","sinónimo"
"f9dddf4575ae6139ecf219b732ad094a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Carex polystachya","Vascular Plants of the Americas, 2024","1803","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Carex","","polystachya","","Sw. ex Wahlenb., 1803","aceptado"
"4216c09ebd9102f555c2365f7c5e22e5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"28b14ff5412a65e6ad6b482e443b015e","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"2909ee8fbb9a3c679a8f9439e088dcde","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Saurauia serrata","Cuevas Guzmán, Núñez López & Sánchez Rodríguez, 2021","1822","Plantae","Tracheophyta","Magnoliopsida","Ericales","Actinidiaceae","Saurauia","","serrata","","DC., 1822","aceptado"
"1c85f0d7efb2bdbcf3ac44655b30d483","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Cologania biloba","Torres-Colín, Cruz-Durán, Flores-Franco, Hernández Priego, Delgado-Salinas & Medina-Lemos, 2021","1887","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Cologania","","biloba","","(Lindl.) G. Nicholson, 1887","aceptado"
"861fbf7efd81045ddaf7efdd986974ca","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"58d736bb99dd836a5f10a35658b267d7","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Campyloneurum angustifolium","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1852","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Campyloneurum","","angustifolium","","(Sw.) Fée, 1852","aceptado"
"330f28cb73e46eb36eb5cfb8af98572a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"296450291880a733d111ac0a65002ded","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Polypodium fuscopetiolatum","Mickel & Smith, 2004","1980","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Polypodium","","fuscopetiolatum","","A.R. Sm., 1980","sinónimo"
"e407eaf939fb1f8b9efb93e40b72754a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Psittacanthus calyculatus","Martínez-Ambriz, 2020","1834","Plantae","Tracheophyta","Magnoliopsida","Santalales","Loranthaceae","Psittacanthus","","calyculatus","","(DC.) G. Don, 1834","aceptado"
"927f192dd75c321971a941af8c1e8b0a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Inga hintonii","Ramírez, Vargas, Arreola, Cedano, González, González-Villarreal, Harker, Hernández, Martínez, Pérez de la Rosa, Rodríguez, Reynoso, Villarreal de Puga & Villaseñor, 2010","1937","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Inga","","hintonii","","Sandwith, 1937","aceptado"
"f3c00ae094392dddf22d8e60f3b62779","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"5261411bc9002651f5e5c3e9137b81f8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Peperomia collocata","Fonseca & Samain, 2011","1937","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Peperomia","","collocata","","Trel., 1937","aceptado"
"4c8bda6ff37edeb5004ed2a0fdd34135","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Hedyosmum mexicanum","Cuevas-Guzmán, Núñez-López & Sánchez-Rodríguez, 2021","1863","Plantae","Tracheophyta","Magnoliopsida","Chloranthales","Chloranthaceae","Hedyosmum","","mexicanum","","Cordem. ex Baill., 1863","aceptado"
"7269092d52926fd40503be1623386b98","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"49896a0676e004ebbe54158ec8d1b11f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"b4361ad0b12297a180a72b6b1291adc5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Achimenes","Stevens, 2016","1806","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Achimenes","","","","Pers., 1806",""
"87f5cf0891a83f71d9b98e6de4db1e87","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Pericalia sessilifolia","Villaseñor, Ortiz & Segura, 2005","1924","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pericalia","","sessilifolia","","(Hook. & Arn.) Rydb., 1924","sinónimo"
"1f6b5ad0fc817eb8d20e6d33079157cd","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Hyptis capitata","Martínez-Gordillo, Martínez-Ambriz, García-Peña, Cantú-Morón & Fragoso-Martínez, 2019","1787","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Hyptis","","capitata","","Jacq., 1787","aceptado"
"40564fac9a8d5d96610a8faaa4c98eb1","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Asterohyptis mociniana","Tropicos, 2022","1932","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Asterohyptis","","mociniana","","(Benth.) Epling, 1932","sinónimo"
"6a5d1a777c07e49c033005767ecef23b","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"d677f400081d9d0dd6247975af65e436","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Chromolaena ovaliflora","Vascular Plants of the Americas, 2024","1970","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","","ovaliflora","","(Hook. & Arn.) R.M. King & H. Rob., 1970","aceptado"
"8a807b07f2b573b5d13603266754c32a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Hyptis mutabilis","Martínez-Gordillo, Martínez-Ambriz, García-Peña, Cantú-Morón & Fragoso-Martínez, 2019","1896","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Hyptis","","mutabilis","","(Rich.) Briq., 1896","aceptado"
"2a23db378f2985852612d76ca6720dd6","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"265fbd55813830a1fd1e5d896e6edf69","Facultad de Ciencias, Universidad Nacional Autónoma de México","Herbario María Agustina Batalla","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Pseudognaphalium canescens","Hassler, 2024b","1991","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","","canescens","","(DC.) Anderb., 1991","aceptado"
"b27f408631715ec0bb6c2c335e0d1aff","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"94852a3a226057a952b48a6b12956bd5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"c96e981898c8d86c6c600c822450d067","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Asterohyptis mociniana","Tropicos, 2022","1932","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Asterohyptis","","mociniana","","(Benth.) Epling, 1932","sinónimo"
"d13f9ec5561027998ae17aa57ff0ccd3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"22e4a6bef6b699b97c947ab696426481","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"d21ce577768a405f9012ff6773405625","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Magnolia pacifica subsp. pacifica","González-Espinosa, Meave, Lorea-Hernández, Ibarra-Manríquez & Newton, 2011","1994","Plantae","Tracheophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","","pacifica","pacifica","A. Vázquez, 1994","aceptado"
